Gemeinde,Inländer,Ausländer,davon EU-28-Staaten,davon andere europäische Staaten,davon Afrika,davon Asien,davon Amerika-Ozeanien,davon Staatenlose
058 Welschnofen,1.746,101,32,46,0,16,7,0
059 Deutschnofen,3.465,123,50,46,8,16,2,1
060 Auer,2.948,87,46,23,5,5,8,0
061 St.Ulrich,4.366,75,25,21,2,5,22,0
062 Partschins,3.128,67,38,21,6,0,2,0
063 Percha,1.295,17,10,7,0,0,0,0
064 Plaus,529,22,5,16,1,0,0,0
065 Waidbruck,176,8,0,0,7,0,0,1
066 Burgstall,1.402,44,25,9,0,7,3,0
067 Prad am Stilfser Joch,3.078,78,31,25,20,1,1,0
068 Prettau,627,3,3,0,0,0,0,0
069 Proveis,283,2,2,0,0,0,0,0
070 Ratschings,3.952,60,31,15,5,9,0,0
071 Rasen-Antholz,2.683,23,18,3,1,1,0,0
072 Ritten,6.746,263,109,106,17,26,5,0
073 Riffian,1.165,25,11,2,2,10,0,0
074 Mühlbach,2.511,112,31,33,32,16,0,0
075 Rodeneck,1.144,15,5,5,4,0,1,0
076 Salurn,2.780,190,60,62,39,20,9,0
077 Innichen,3.018,62,35,10,5,12,0,0
079 Jenesien,2.673,37,16,11,8,1,1,0
080 St.Leonhard in Pass.,3.393,31,20,8,0,3,0,0
081 St.Lorenzen,3.393,48,20,18,4,6,0,0
082 St.Martin in Thurn,1.682,8,3,0,5,0,0,0
083 St.Martin in Passeier,2.784,53,32,8,4,5,1,3
084 St.Pankraz,1.580,14,12,2,0,0,0,0
085 St.Christina in Gröden,1.707,31,14,4,3,2,8,0
086 Sarntal,6.516,101,44,32,21,0,4,0
087 Schenna,2.635,45,37,6,0,1,1,0
088 Mühlwald,1.451,7,4,3,0,0,0,0
089 Wolkenstein in Gröden,2.489,35,29,1,0,0,5,0
091 Schnals,1.365,33,13,16,4,0,0,0
092 Sexten,1.886,48,28,13,2,5,0,0
093 Schlanders,5.589,222,110,79,6,20,7,0
094 Schluderns,1.787,40,19,7,12,2,0,0
095 Stilfs,1.271,43,20,7,15,1,0,0
096 Terenten,1.558,19,10,8,0,1,0,0
097 Terlan,3.475,138,60,39,15,22,2,0
098 Tramin a.d. Weinstr.,3.075,99,39,32,8,18,2,0
099 Tisens,1.761,36,19,13,0,3,1,0
100 Tiers,882,7,6,1,0,0,0,0
101 Tirol,2.277,75,61,9,0,4,1,0
102 Truden im Naturpark,926,41,2,32,2,5,0,0
103 Taufers im Münstertal,933,9,4,4,0,0,1,0
104 Ulten,2.975,25,21,0,4,0,0,0
105 Pfatten,806,41,8,16,16,0,1,0
106 Olang,2.743,53,30,16,0,6,1,0
107 Pfitsch,2.533,128,32,67,7,21,0,1
108 Ahrntal,5.495,34,19,9,3,1,1,1
109 Gsies,2.062,41,19,21,0,1,0,0
110 Vintl,3.075,56,23,19,7,7,0,0
111 Vahrn,3.456,128,54,44,11,16,3,0
112 Vöran,870,13,7,6,0,0,0,0
113 Niederdorf,1.279,43,13,24,0,6,0,0
114 Villanders,1.814,19,3,6,0,10,0,0
115 Sterzing,5.589,202,81,45,12,61,3,0
116 Feldthurns,2.488,44,25,13,0,3,3,0
117 Wengen,1.227,3,3,0,0,0,0,0
118 U.L.Frau i.W.-St.Felix,787,4,3,0,1,0,0,0
Insgesamt,450.904,15.278,5.783,4.762,2.261,1.791,659,22
