Gemeinde,Inländer,Ausländer,davon EU-28-Staaten,davon andere europäische Staaten,davon Afrika,davon Asien,davon Amerika-Ozeanien,davon Staatenlose
044 Lüsen,1.437,5,5,0,0,0,0,0
045 Margreid a.d. Weinstr.,1.069,36,12,15,3,5,1,0
046 Mals,4.647,190,50,132,6,1,0,1
047 Enneberg,2.603,10,6,4,0,0,0,0
048 Marling,2.164,52,34,3,5,9,1,0
049 Martell,874,5,5,0,0,0,0,0
050 Mölten,1.300,6,4,1,1,0,0,0
051 Meran,32.524,1.484,810,291,195,124,59,5
052 Welsberg-Taisten,2.416,39,19,12,3,3,1,1
053 Montan,1.422,11,6,3,2,0,0,0
054 Moos in Passeier,2.166,10,7,1,1,0,0,1
055 Nals,1.475,13,6,0,0,7,0,0
056 Naturns,4.860,89,60,13,2,12,1,1
057 Natz-Schabs,2.160,44,26,12,4,1,0,1
058 Welschnofen,1.739,41,20,12,0,7,2,0
059 Deutschnofen,3.360,54,25,14,6,8,0,1
060 Auer,2.804,42,29,6,2,3,2,0
061 St.Ulrich,4.299,36,29,3,1,0,3,0
062 Partschins,3.060,49,30,7,6,4,1,1
063 Percha,1.230,14,7,6,1,0,0,0
064 Plaus,445,14,3,6,5,0,0,0
065 Waidbruck,182,3,1,1,1,0,0,0
066 Burgstall,1.304,33,25,6,1,0,0,1
067 Prad am Stilfser Joch,3.074,52,34,10,7,0,1,0
068 Prettau,640,2,2,0,0,0,0,0
069 Proveis,289,0,0,0,0,0,0,0
070 Ratschings,3.777,36,23,4,6,3,0,0
071 Rasen-Antholz,2.638,24,19,5,0,0,0,0
072 Ritten,6.434,161,89,47,5,17,3,0
073 Riffian,1.127,20,9,6,1,4,0,0
074 Mühlbach,2.486,45,16,14,11,4,0,0
075 Rodeneck,1.096,6,6,0,0,0,0,0
076 Salurn,2.751,88,49,12,12,9,6,0
077 Innichen,3.013,55,39,4,7,5,0,0
079 Jenesien,2.508,14,12,2,0,0,0,0
080 St.Leonhard in Pass.,3.362,30,22,5,0,3,0,0
081 St.Lorenzen,3.196,29,21,6,0,2,0,0
082 St.Martin in Thurn,1.567,5,1,0,4,0,0,0
083 St.Martin in Passeier,2.763,28,20,3,2,0,0,3
084 St.Pankraz,1.562,4,4,0,0,0,0,0
085 St.Christina in Gröden,1.649,26,16,0,3,1,6,0
086 Sarntal,6.408,41,29,3,5,0,4,0
087 Schenna,2.585,49,44,4,1,0,0,0
088 Mühlwald,1.432,3,3,0,0,0,0,0
089 Wolkenstein in Gröden,2.361,25,21,2,1,1,0,0
091 Schnals,1.380,40,13,25,2,0,0,0
092 Sexten,1.849,30,14,9,4,2,1,0
093 Schlanders,5.440,118,77,22,9,5,5,0
094 Schluderns,1.753,33,19,2,12,0,0,0
095 Stilfs,1.289,33,23,3,4,0,0,3
096 Terenten,1.485,9,9,0,0,0,0,0
097 Terlan,3.251,62,39,15,1,7,0,0
098 Tramin a.d. Weinstr.,3.010,67,39,11,5,11,1,0
099 Tisens,1.672,24,12,6,0,6,0,0
100 Tiers,844,10,5,5,0,0,0,0
101 Tirol,2.258,85,64,12,1,6,1,1
102 Truden im Naturpark,952,5,2,0,3,0,0,0
103 Taufers im Münstertal,955,7,4,3,0,0,0,0
104 Ulten,2.967,15,14,0,0,0,1,0
105 Pfatten,817,20,9,7,1,2,1,0
106 Olang,2.686,32,26,2,0,4,0,0
107 Pfitsch,2.527,97,16,72,5,3,1,0
108 Ahrntal,5.362,27,20,3,2,0,1,1
109 Gsies,2.051,23,15,8,0,0,0,0
110 Vintl,3.071,39,29,7,2,1,0,0
111 Vahrn,3.268,154,47,99,3,4,1,0
112 Vöran,841,12,11,1,0,0,0,0
113 Niederdorf,1.248,41,16,21,1,3,0,0
114 Villanders,1.766,6,4,0,1,1,0,0
115 Sterzing,5.515,90,52,19,2,15,2,0
116 Feldthurns,2.372,18,16,1,0,0,1,0
117 Wengen,1.227,2,1,1,0,0,0,0
118 U.L.Frau i.W.-St.Felix,750,5,4,0,1,0,0,0
Insgesamt,443.644,9.368,4.713,2.151,1.372,767,330,35
